ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,host_country,is_host,type_of_event
86315,Tapani Niku (Karsikas-),M,28.0,171.0,66.0,Finland,FIN,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Bronze,France,False,individual_games
86318,Irina Kostadinova Nikulchina,F,27.0,172.0,55.0,Bulgaria,BUL,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,USA,False,individual_games
86319,Igor Yuryevich Nikulin,M,31.0,191.0,105.0,Russia,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,Bronze,Spain,False,individual_games
86342,Erling Nilsen,M,25.0,,,Norway,NOR,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Heavyweight,Bronze,Germany,False,individual_games
86344,Harald Christian Strand Nilsen,M,22.0,185.0,90.0,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Combined,Bronze,Norway,True,individual_games
86349,Laila Schou Nilsen,F,16.0,,,Norway,NOR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Women's Combined,Bronze,Germany,False,individual_games
86367,Arto Harald Nilsson,M,20.0,176.0,64.0,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,Bronze,Mexico,False,individual_games
86383,Ernst Hilding Waldemar Nilsson,M,28.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,Belgium,False,individual_games
86386,Nils Gunnar Lorentz Nilsson,M,25.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Silver,UK,False,individual_games
86400,Erling Martin Jonny Nilsson,M,20.0,180.0,71.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,Austria,False,individual_games
86401,Karl-Erik Nilsson,M,26.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,UK,False,individual_games
86401,Karl-Erik Nilsson,M,30.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,Finland,False,individual_games
86401,Karl-Erik Nilsson,M,34.0,,,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,Australia,False,individual_games
86418,Sven Otto Nilsson,M,28.0,180.0,76.0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Javelin Throw,Bronze,UK,False,individual_games
86432,Tor Folke Ren Nilsson,M,29.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,UK,False,individual_games
86438,Stefan Nimke,M,22.0,186.0,94.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,Australia,False,individual_games
86438,Stefan Nimke,M,26.0,186.0,94.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,Greece,False,individual_games
86459,Kazuhiro Ninomiya,M,29.0,190.0,93.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Half-Heavyweight,Gold,Canada,False,individual_games
86473,Daniel Nipkow,M,30.0,180.0,68.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,USA,False,individual_games
86489,Takeichi Nishi,M,30.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold,USA,False,individual_games
86494,Shuhei Nishida,M,22.0,176.0,61.0,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Silver,USA,False,individual_games
86494,Shuhei Nishida,M,26.0,176.0,61.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Pole Vault,Silver,Germany,False,individual_games
86506,Kei Nishikori,M,26.0,178.0,74.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Bronze,Brazil,False,individual_games
86511,Motoki Nishimura,M,25.0,185.0,115.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Heavyweight,Bronze,Germany,False,individual_games
86519,Takafumi Nishitani,M,19.0,173.0,64.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,Japan,True,individual_games
86523,Masashi Nishiyama,M,27.0,178.0,90.0,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Men's Middleweight,Bronze,UK,False,individual_games
86527,Maureen Roxane Nelly Nisima,F,23.0,165.0,63.0,France,FRA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Individual",Bronze,Greece,False,individual_games
86564,Leonard Harvey Nitz,M,27.0,180.0,75.0,USA,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,USA,True,individual_games
86570,Niu Zhiyuan,M,26.0,171.0,80.0,China,CHN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Running Target, 10 metres",Bronze,Australia,False,individual_games
86579,Charles George Ashburner Nix,M,34.0,,,UK,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Running Target, Single Shot, Team",Silver,UK,True,individual_games
86588,Marat Atayevich Niyazov,M,26.0,176.0,73.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,Italy,False,individual_games
86589,Adilbek Sabitovich Niyazymbetov,M,23.0,180.0,81.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,Silver,UK,False,individual_games
86589,Adilbek Sabitovich Niyazymbetov,M,27.0,180.0,81.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Silver,Brazil,False,individual_games
86590,Bolat Kenesbekovich Niyazymbetov,M,23.0,172.0,63.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,Bronze,USA,False,individual_games
86592,Vnuste Niyongabo,M,22.0,176.0,60.0,Burundi,BDI,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",Gold,USA,False,individual_games
86595,Francine Niyonsaba,F,23.0,166.0,60.0,Burundi,BDI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Silver,Brazil,False,individual_games
86600,Denis Gennadyevich Nizhegorodov,M,24.0,174.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,Silver,Greece,False,individual_games
86600,Denis Gennadyevich Nizhegorodov,M,28.0,174.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Bronze,China,False,individual_games
86607,"Marcello Nizzola, Sr.",M,32.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,USA,False,individual_games
86652,No Gyeong-Seon,M,24.0,159.0,60.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,South Korea,True,individual_games
86698,Olivia Nobs,F,27.0,170.0,58.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Boardercross,Bronze,Canada,False,individual_games
86707,Peter Nocke,M,20.0,,,Germany,FRG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,Bronze,Canada,False,individual_games
86721,Christian Nol,M,27.0,185.0,77.0,France,FRA,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Individual",Bronze,Germany,False,individual_games
86723,Evan Baillie Noel,M,29.0,,,UK,GBR,1908 Summer,1908,Summer,London,Racquets,Racquets Men's Singles,Gold,UK,True,individual_games
86727,John Baptist Lucius Noel,M,33.0,,,UK,GBR,1924 Winter,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold,France,False,individual_games
86753,Mizuki Noguchi,F,26.0,150.0,40.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,Gold,Greece,False,individual_games
86771,Malcolm Cuthbert Nokes,M,26.0,,,UK,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Hammer Throw,Bronze,France,False,individual_games
86780,Pedro Julio Nolasco,M,22.0,,,Dominican Republic,DOM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,Bronze,USA,False,individual_games
86802,Tadahiro Nomura,M,21.0,164.0,60.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,Gold,USA,False,individual_games
86802,Tadahiro Nomura,M,25.0,164.0,60.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Extra-Lightweight,Gold,Australia,False,individual_games
86802,Tadahiro Nomura,M,29.0,164.0,60.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight,Gold,Greece,False,individual_games
86804,Toyokazu Nomura,M,23.0,163.0,69.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Middleweight,Gold,Germany,False,individual_games
86808,"Francesco ""Franco"" Nones",M,27.0,170.0,65.0,Italy,ITA,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold,France,False,individual_games
86823,Erki Nool,M,30.0,184.0,84.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,Gold,Australia,False,individual_games
86857,Kathleen Nord (-Schwartz),F,22.0,176.0,65.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Butterfly,Gold,South Korea,False,individual_games
86861,Gustaf Edvin Nordahl,M,44.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Gold,UK,False,individual_games
86873,"Elina Elisabeth ""Lisa"" Nordn",F,27.0,176.0,60.0,Sweden,SWE,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,Silver,UK,False,individual_games
86875,Sara Maria Evelina Nordenstam,F,25.0,169.0,70.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,China,False,individual_games
86896,Axel Nordlander,M,32.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,Sweden,True,individual_games
86912,Hans Theodor Nordvik (Torbergsen-),M,39.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold,Belgium,False,individual_games
86915,Wolfgang Nordwig,M,25.0,184.0,73.0,Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,Bronze,Mexico,False,individual_games
86915,Wolfgang Nordwig,M,28.0,184.0,73.0,Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Pole Vault,Gold,Germany,True,individual_games
86922,"Martha (Mrta) Maria Norelius (-McAllister, -Wright, -Brown)",F,15.0,,,USA,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 400 metres Freestyle,Gold,France,False,individual_games
86922,"Martha (Mrta) Maria Norelius (-McAllister, -Wright, -Brown)",F,19.0,,,USA,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 400 metres Freestyle,Gold,Netherlands,False,individual_games
86924,Svea Placida Mariana Norn (-Kllstrm),F,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Women's Singles,Silver,Belgium,False,individual_games
86955,Peter George Norman,M,26.0,178.0,73.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Silver,Mexico,False,individual_games
86968,Omid Haji Norouzi,M,26.0,175.0,70.0,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,UK,False,individual_games
86970,Harald Norpoth,M,22.0,184.0,62.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",Silver,Japan,False,individual_games
86975,Arthur B. J. Norris,M,,,,UK,GBR,1900 Summer,1900,Summer,Paris,Tennis,Tennis Men's Singles,Bronze,France,False,individual_games
86985,Justin Neville Norris,M,20.0,185.0,82.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,Bronze,Australia,True,individual_games
87005,"Petter Northug, Jr.",M,24.0,185.0,82.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Sprint,Bronze,Canada,False,individual_games
87005,"Petter Northug, Jr.",M,24.0,185.0,82.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold,Canada,False,individual_games
87006,"Douglas Dale ""Doug"" Northway",M,17.0,180.0,65.5,USA,USA,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,Germany,False,individual_games
87013,Edward Felix Norton,M,39.0,,,UK,GBR,1924 Winter,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold,France,False,individual_games
87014,Emerson Carlysle Norton,M,23.0,184.0,79.0,USA,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,Silver,France,False,individual_games
87017,John Kelley Norton,M,27.0,183.0,93.0,USA,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,Silver,Belgium,False,individual_games
87029,Seiki Nose,M,31.0,176.0,86.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Middleweight,Bronze,USA,False,individual_games
87041,Dmitry Yuryevich Nosov,M,24.0,176.0,175.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,Bronze,Greece,False,individual_games
87046,El-Sayed Mohamed Nosseir,M,22.0,,,Egypt,EGY,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,Netherlands,False,individual_games
87064,"Martin Wayne ""Marty"" Nothstein",M,25.0,187.0,96.0,USA,USA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Sprint,Silver,USA,True,individual_games
87064,"Martin Wayne ""Marty"" Nothstein",M,29.0,187.0,96.0,USA,USA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Sprint,Gold,Australia,False,individual_games
87072,Tara Lee Nott-Cunningham,F,28.0,154.0,48.0,USA,USA,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Flyweight,Gold,Australia,False,individual_games
87077,"Petrus Wilhelmus Frederikus ""Peter"" Nottet",M,23.0,181.0,72.0,Netherlands,NED,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze,France,False,individual_games
87104,Gbor Novk,M,17.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Silver,Finland,False,individual_games
87105,Grigory Irmovich Novak,M,33.0,,88.0,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Finland,False,individual_games
87134,Norbert Nvnyi (Nottny),M,23.0,190.0,103.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,Soviet Union,False,individual_games
87142,Anatoliy Terentiyovych Novikov,M,25.0,174.0,70.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Middleweight,Bronze,Germany,False,individual_games
87145,Igor Novikov,M,34.0,183.0,75.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,Japan,False,individual_games
87148,Sergey Valentinovich Novikov,M,30.0,184.0,75.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,Silver,Canada,False,individual_games
87151,Serhiy Petrovych Novikov,M,26.0,192.0,120.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Heavyweight,Gold,Canada,False,individual_games
87157,Anastasiya Aleksandrovna Novikova,F,26.0,150.0,53.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Featherweight,Bronze,China,False,individual_games
87160,Yelena Dmitriyevna Novikova-Belova,F,21.0,176.0,69.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Women's Foil, Individual",Gold,Mexico,False,individual_games
87160,Yelena Dmitriyevna Novikova-Belova,F,28.0,176.0,69.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Women's Foil, Individual",Bronze,Canada,False,individual_games
87175,Jana Novotn,F,27.0,175.0,63.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Singles,Bronze,USA,False,individual_games
87188,Viktor Vladimirovich Novozhilov,M,26.0,181.0,82.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,Canada,False,individual_games
87197,Oktawia Nowacka,F,25.0,180.0,60.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze,Brazil,False,individual_games
87200,Ccile Nowak (-Grasso),F,25.0,162.0,52.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,Gold,Spain,False,individual_games
87208,Michel Nowak,M,22.0,175.0,77.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Bronze,USA,False,individual_games
87209,Mieczysaw Nowak,M,27.0,160.0,60.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Featherweight,Bronze,Japan,False,individual_games
87226,Richard Nowakowski,M,20.0,174.0,57.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,Silver,Canada,False,individual_games
87226,Richard Nowakowski,M,24.0,174.0,57.0,Germany,GDR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Bronze,Soviet Union,False,individual_games
87234,Mieczysaw Pawe Nowicki,M,25.0,176.0,74.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",Bronze,Canada,False,individual_games
87235,Wojciech Nowicki,M,27.0,196.0,128.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Bronze,Brazil,False,individual_games
87245,Andr Alfons Noyelle,M,20.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",Gold,Finland,False,individual_games
87248,Ramaz Nozadze,M,20.0,184.0,96.0,Georgia,GEO,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Greece,False,individual_games
87298,"Lawrence Adam ""Larry"" Nuesslein",M,24.0,,,USA,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",Bronze,Belgium,False,individual_games
87298,"Lawrence Adam ""Larry"" Nuesslein",M,24.0,,,USA,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Gold,Belgium,False,individual_games
87298,"Lawrence Adam ""Larry"" Nuesslein",M,24.0,,,USA,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Single Shot, Team",Bronze,Belgium,False,individual_games
87308,Mauro Numa,M,22.0,180.0,76.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",Gold,USA,False,individual_games
87310,"Hendrik ""Henk"" Numan",M,25.0,187.0,95.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Heavyweight,Bronze,Soviet Union,False,individual_games
87332,Daniel Nez Aguiar,M,21.0,155.0,52.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Bantamweight,Gold,Soviet Union,False,individual_games
87354,"Glynis Leanne Nunn (Saunders-, -Cearns)",F,23.0,168.0,58.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Gold,USA,False,individual_games
87369,Norayr Aram Nurikyan,M,24.0,155.0,58.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Featherweight,Gold,Germany,False,individual_games
87369,Norayr Aram Nurikyan,M,27.0,155.0,58.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Bantamweight,Gold,Canada,False,individual_games
87390,Paavo Johannes Nurmi,M,22.0,174.0,65.0,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 5,000 metres",Silver,Belgium,False,individual_games
87390,Paavo Johannes Nurmi,M,22.0,174.0,65.0,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 10,000 metres",Gold,Belgium,False,individual_games
87390,Paavo Johannes Nurmi,M,22.0,174.0,65.0,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",Gold,Belgium,False,individual_games
87390,Paavo Johannes Nurmi,M,26.0,174.0,65.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Gold,France,False,individual_games
87390,Paavo Johannes Nurmi,M,26.0,174.0,65.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",Gold,France,False,individual_games
87390,Paavo Johannes Nurmi,M,26.0,174.0,65.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",Gold,France,False,individual_games
87390,Paavo Johannes Nurmi,M,30.0,174.0,65.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",Silver,Netherlands,False,individual_games
87390,Paavo Johannes Nurmi,M,30.0,174.0,65.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",Gold,Netherlands,False,individual_games
87390,Paavo Johannes Nurmi,M,30.0,174.0,65.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,Netherlands,False,individual_games
87401,Ruslan Nurudinov,M,24.0,183.0,109.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,Gold,Brazil,False,individual_games
87404,Liliya Foatovna Nurutdinova,F,28.0,174.0,52.0,Russia,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 800 metres,Silver,Spain,False,individual_games
87405,Theodor Nubaum,M,51.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Bronze,Germany,True,individual_games
87458,Nyambayaryn Tgstsogt,M,20.0,168.0,52.0,Mongolia,MGL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Silver,UK,False,individual_games
87460,Suleiman Nyambui,M,27.0,182.0,74.0,Tanzania,TAN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",Silver,Soviet Union,False,individual_games
87525,Matti Ensio Nyknen (-Paanala),M,20.0,177.0,54.0,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,Yugoslavia,False,individual_games
87525,Matti Ensio Nyknen (-Paanala),M,20.0,177.0,54.0,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Yugoslavia,False,individual_games
87525,Matti Ensio Nyknen (-Paanala),M,24.0,177.0,54.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Canada,False,individual_games
87525,Matti Ensio Nyknen (-Paanala),M,24.0,177.0,54.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Canada,False,individual_games
87543,John Emanuel Nyman,M,28.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Germany,False,individual_games
87544,Joni Kalevi Nyman,M,21.0,175.0,65.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze,USA,False,individual_games
87566,Bertil Alexis Nystrm,M,29.0,171.0,73.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,Japan,False,individual_games
87570,Hjalmar Eemil Nystrm,M,24.0,,,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Netherlands,False,individual_games
87570,Hjalmar Eemil Nystrm,M,32.0,,,Finland,FIN,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,Germany,False,individual_games
87600,O Gyo-Mun,M,24.0,180.0,73.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Individual,Bronze,USA,False,individual_games
87607,O Jong-Ae,F,24.0,153.0,60.0,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Lightweight,Bronze,China,False,individual_games
87616,O Seung-Rip,M,25.0,175.0,80.0,South Korea,KOR,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,Silver,Germany,False,individual_games
87629,Gary James Oakes,M,21.0,177.0,69.0,UK,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Bronze,Soviet Union,False,individual_games
87651,"Daniel Dion ""Dan"" O'Brien",M,30.0,188.0,84.0,USA,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Gold,USA,True,individual_games
87660,Lovett Ian O'Brien,M,17.0,185.0,89.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Japan,False,individual_games
87672,"Michael Jon ""Mike"" O'Brien",M,18.0,198.0,70.0,USA,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,USA,True,individual_games
